  [0x512ce0] __TEXT,__cstring: stopDevice
OSBundleLibraries: {"com.apple.iokit.IOCryptoAcceleratorFamily": "1.0.0", "com.apple.kec.corecrypto": "1.0.0", "com.apple.kext.CoreTrust": "1.0.0", "com.apple.kpi.bsd": "18.0.0", "com.apple.kpi.dsep": "21.0.0", "com.apple.kpi.iokit": "18.0.0", "com.apple.kpi.libkern": "18.0.0", "com.apple.kpi.mach": "18.0.0", "com.apple.kpi.private": "18.0.0", "com.apple.kpi.unsupported": "18.0.0"}

SECTIONS:
  __TEXT,__const addr=0xfffffe000751adf0 size=0xe830 fileoff=0x516df0 flags=0x0
  __TEXT,__cstring addr=0xfffffe0007529620 size=0x642b fileoff=0x525620 flags=0x2
  __TEXT,__info_plist addr=0xfffffe000752fa4b size=0x4e2 fileoff=0x52ba4b flags=0x0
  __TEXT_EXEC,__text addr=0xfffffe0009027d50 size=0x24a88 fileoff=0x2023d50 flags=0x80000400
  __TEXT_EXEC,__auth_stubs addr=0xfffffe000904c7d8 size=0x7b0 fileoff=0x20487d8 flags=0x80000408
  __DATA,__data addr=0xfffffe000ba103c0 size=0x738 fileoff=0x4a0c3c0 flags=0x0
  __DATA,__bss addr=0xfffffe000ba10af8 size=0x2ce fileoff=0x0 flags=0x1
  __DATA,__common addr=0xfffffe000ba10dc8 size=0x88 fileoff=0x0 flags=0x1
  __DATA_CONST,__mod_init_func addr=0xfffffe00080d4508 size=0x10 fileoff=0x10d0508 flags=0x9
  __DATA_CONST,__mod_term_func addr=0xfffffe00080d4518 size=0x10 fileoff=0x10d0518 flags=0xa
  __DATA_CONST,__const addr=0xfffffe00080d4528 size=0xd350 fileoff=0x10d0528 flags=0x0
  __DATA_CONST,__kalloc_type addr=0xfffffe00080e1878 size=0x200 fileoff=0x10dd878 flags=0x0
  __DATA_CONST,__image4_exp addr=0xfffffe00080e1a78 size=0x10 fileoff=0x10dda78 flags=0x0
  __DATA_CONST,__auth_got addr=0xfffffe00080e1a88 size=0x3d8 fileoff=0x10dda88 flags=0x6
  __DATA_CONST,__got addr=0xfffffe00080e1e60 size=0xa0 fileoff=0x10dde60 flags=0x6
  __DATA_CONST,__auth_ptr addr=0xfffffe00080e1f00 size=0x50 fileoff=0x10ddf00 flags=0x0

READABLE_STRINGS:
  [0x516df0] __TEXT,__const: @(#)PROGRAM:Image4  PROJECT:AppleImage4-374
  [0x517b10] __TEXT,__const: 0123456789abcdefpihc
  [0x518033] __TEXT,__const: Apple Secure Boot Root CA - G61
  [0x51805c] __TEXT,__const: Apple Inc.1
  [0x518077] __TEXT,__const: 190821182918Z
  [0x518086] __TEXT,__const: 440821182918Z0K1'0%
  [0x519a31] __TEXT,__const: Apple Inc.1&0$
  [0x519a46] __TEXT,__const: Apple Certification Authority1
  [0x519a6e] __TEXT,__const: Apple Root CA0
  [0x519a7f] __TEXT,__const: 060425214036Z
  [0x519a8e] __TEXT,__const: 350209214036Z0b1
  [0x519cbf] __TEXT,__const: https://www.apple.com/appleca/0
  [0x519cf0] __TEXT,__const: Reliance on this certificate by any party assumes acceptance of the then applicable standard terms and conditions of use, certificate policy and certification practice statements.0
  [0x51b820] __TEXT,__const: TEST UCRT ATTESTATION ROOT CA1
  [0x51b85d] __TEXT,__const: California0
  [0x51b86b] __TEXT,__const: 170317184723Z
  [0x51b87a] __TEXT,__const: 320317184723Z0R1&0$
  [0x51b8d1] __TEXT,__const: California0v0
  [0x51ba57] __TEXT,__const: 'Fake Apple DDI Secure Boot Root CA - G11
  [0x51ba8a] __TEXT,__const: Fake Apple Inc.1
  [0x51baa4] __TEXT,__const: Fake US0
  [0x51baaf] __TEXT,__const: 211117001350Z
  [0x51babe] __TEXT,__const: 220317001350Z0^100.
  [0x51bfc9] __TEXT,__const: )Apple Secure Boot Certification Authority
  [0x51c037] __TEXT,__const: AVP Secure Boot Root CA - G11
  [0x51c081] __TEXT,__const: 230119194337Z
  [0x51c090] __TEXT,__const: 480116000000Z0Q1%0#
  [0x51c5d7] __TEXT,__const: ,Fake Apple Extra Content Global Root CA - G11
  [0x51c634] __TEXT,__const: 211117001342Z
  [0x51c643] __TEXT,__const: 220317001342Z0c1503
  [0x51cb73] __TEXT,__const: Apple Secure Boot Root CA - G21
  [0x51cbb7] __TEXT,__const: 141219201310Z
  [0x51cbc6] __TEXT,__const: 341214201310Z0K1'0%
  [0x51d0e6] __TEXT,__const: 'Apple Extra Content Global Root CA - G11
  [0x51d134] __TEXT,__const: 211117190012Z
  [0x51d143] __TEXT,__const: 461114000000Z0T100.
  [0x51d2b8] __TEXT,__const: myX0_Ny="
  [0x51f730] __TEXT,__const: H9RH1YS#
  [0x5207f0] __TEXT,__const: .img4 test secp256r1 Root Certificate Authority1
  [0x52082a] __TEXT,__const: Apple, Inc.1
  [0x52084e] __TEXT,__const: 150827041940Z
  [0x52085d] __TEXT,__const: 250824041940Z0d1705
  [0x5208c6] __TEXT,__const: California0Y0
  [0x520a2e] __TEXT,__const: %Process Escape Detection Root CA - G11
  [0x520a7a] __TEXT,__const: 230216192102Z
  [0x520a89] __TEXT,__const: 480220000000Z0R1.0,
  [0x520fa4] __TEXT,__const: California1
  [0x520fb9] __TEXT,__const: Apple, Inc.1/0-
  [0x520fce] __TEXT,__const: &Local rsa4K Root Certificate Authority0
  [0x520ff9] __TEXT,__const: 190919063058Z
  [0x521008] __TEXT,__const: 290916063058Z0\1
  [0x521550] __TEXT,__const: .img4 test secp384r1 Root Certificate Authority1
  [0x5215ae] __TEXT,__const: 150827041952Z
  [0x5215bd] __TEXT,__const: 250824041952Z0d1705
  [0x5217c3] __TEXT,__const: Apple Secure Boot Root CA - G31
  [0x521807] __TEXT,__const: 160816223803Z
  [0x521816] __TEXT,__const: 360811223803Z0K1'0%
  [0x5234c6] __TEXT,__const: 'Apple Wireless Secure Boot Root CA - G11
  [0x523514] __TEXT,__const: 201118193001Z
  [0x523523] __TEXT,__const: 451115000000Z0T100.
  [0x52371a] __TEXT,__const: -<]Qe\=vn
  [0x523a40] __TEXT,__const: Basic Attestation User Root CA1
  [0x523a8c] __TEXT,__const: 170419214156Z
  [0x523a9b] __TEXT,__const: 320322000000Z0S1'0%
  [0x523c76] __TEXT,__const: "Apple DDI Secure Boot Root CA - G11
  [0x523cbf] __TEXT,__const: 201118193306Z
  [0x523cce] __TEXT,__const: 451115000000Z0O1+0)
  [0x5241ea] __TEXT,__const: "Apple X86 Secure Boot Root CA - G11
  [0x524233] __TEXT,__const: 170322214243Z
  [0x524242] __TEXT,__const: 170323214243Z0O1+0)
  [0x525174] __TEXT,__const: +en+eo+ep+eq+
  [0x525620] __TEXT,__cstring: cryptex1 live nonce hash
  [0x525639] __TEXT,__cstring: panic
  [0x52563f] __TEXT,__cstring: static
  [0x52564b] __TEXT,__cstring: panic: integer cast underflow: v = %s, actual = %lld, expected >= 0
  [0x525693] __TEXT,__cstring: panic: length not expressible as ssize_t: %lu
  [0x5256c1] __TEXT,__cstring: panic: length not expressible as unsigned 32-bit integer: %lu
  [0x5256ff] __TEXT,__cstring: panic: attempt to destroy already destroyed buffer
  [0x525732] __TEXT,__cstring: panic: attempt to deallocate static buffer
  [0x525760] __TEXT,__cstring: loanee
  [0x525767] __TEXT,__cstring: panic: attempt to deallocate loaned buffer
  [0x525797] __TEXT,__cstring: panic: attempt to deallocate loaned buffer without returning
  [0x5257d9] __TEXT,__cstring: failed to get boot nonce from callback: %d
  [0x525804] __TEXT,__cstring: failed to get nonce digest from callback: %d
  [0x525831] __TEXT,__cstring: CHIP_AP_SOFTWARE_FF01
  [0x525847] __TEXT,__cstring: AP [software ff01]
  [0x52585a] __TEXT,__cstring: chained manifest hash
  [0x525870] __TEXT,__cstring: secureboot key scheme
  [0x525886] __TEXT,__cstring: cryptex1 key scheme
  [0x52589a] __TEXT,__cstring: boot manifest
  [0x5258a8] __TEXT,__cstring: failed to parse manifest for boot: %d
  [0x5258ce] __TEXT,__cstring: failed to impose manifest for boot: %d
  [0x5258f5] __TEXT,__cstring: panic: integer cast overflow: v = %s, actual = %llu, expected <= %llu
  [0x52593d] __TEXT,__cstring: panic: unreachable case: %s = 0x%llx
  [0x525962] __TEXT,__cstring: pti->pt_switchable
  [0x525975] __TEXT,__cstring: AppleImage4
  [0x525981] __TEXT,__cstring: site.AppleImage4
  [0x525992] __TEXT,__cstring: 12111112122212121
  [0x5259a4] __TEXT,__cstring: CHIP_AP_PDI_SHA2_384
  [0x5259b9] __TEXT,__cstring: CHIP_AP_UNSUPPORTED
  [0x5259cd] __TEXT,__cstring: BOOT_STATIC
  [0x5259d9] __TEXT,__cstring: panic: illegal chip definition: anti-replay and static lifetime policies defined: %s
  [0x525a2e] __TEXT,__cstring: odometer[%s:%s]: anti-replay violation: %d
  [0x525a59] __TEXT,__cstring: panic: pmap and kext data length inconsistency: actual = %lu, expected >= %lu
  [0x525aa7] __TEXT,__cstring: panic: pmap data misaligned: p = %p, aligned = %#lx
  [0x525adb] __TEXT,__cstring: cryptex1 mobile asset dfu
  [0x525af5] __TEXT,__cstring: com.apple.private.image4.dfu.mobile-asset
  [0x525b1f] __TEXT,__cstring: %s: failed to query nonce domain from chip: %d
  [0x525b4e] __TEXT,__cstring: magazine[%s]: failed to find nonce slot for chip: %d
  [0x525b83] __TEXT,__cstring: slot[%s]: failed to get consumed nonce: %d
  [0x525bae] __TEXT,__cstring: cryptex1
  [0x525bb7] __TEXT,__cstring: CRYPTEX1_
  [0x525bc6] __TEXT,__cstring: BOOT_LIVE
  [0x525bd0] __TEXT,__cstring: ASSET_BRAIN
  [0x525bdc] __TEXT,__cstring: GENERIC
  [0x525be4] __TEXT,__cstring: GENERIC_CRYPTEX0
  [0x525bf5] __TEXT,__cstring: MOBILE_ASSET
  [0x525c02] __TEXT,__cstring: SAFARI_DOWNLEVEL
  [0x525c13] __TEXT,__cstring: MOBILE_ASSET_CODE_INSTALL
  [0x525c2d] __TEXT,__cstring: MOBILE_ASSET_CODE_LOAD
  [0x525c44] __TEXT,__cstring: CRYPTEX1-BOOT-SECURE-BOOT
  [0x525c5e] __TEXT,__cstring: CHIP_AP_SHA2_384
  [0x525c6f] __TEXT,__cstring: CHIP_VMA2
  [0x525c79] __TEXT,__cstring: odp->odp_type
  [0x525c87] __TEXT,__cstring: CHIP_VMA2_CLONE
  [0x525c97] __TEXT,__cstring: CHIP_VMA2_DDI
  [0x525ca5] __TEXT,__cstring: CHIP_CRYPTEX1_MOBILE_ASSET_CODE_LOAD_AP
  [0x525ccd] __TEXT,__cstring: Cryptex1 mobile asset code load [AP host]
  [0x525cf7] __TEXT,__cstring: CHIP_AP_KCINSTALL
  [0x525d09] __TEXT,__cstring: CHIP_CRYPTEX1_BOOT_VMA2_CLONE
  [0x525d27] __TEXT,__cstring: Cryptex1 boot [vma2 host clone]
  [0x525d47] __TEXT,__cstring: %s: chip has no associated dfu policy: %d
  [0x525d71] __TEXT,__cstring: %s: chip has no dfu image
  [0x525d8b] __TEXT,__cstring: %s: failed to dfu image: %d
  [0x525da7] __TEXT,__cstring: %s: failed to retrieve consumed nonce: %d
  [0x525dd1] __TEXT,__cstring: panic: insufficient nonce buffer length: actual = %lu, expected >= %lu
  [0x525e18] __TEXT,__cstring: personalized disk image
  [0x525e30] __TEXT,__cstring: com.apple.private.img4.nonce.pdi
  [0x525e51] __TEXT,__cstring: srdp cryptex
  [0x525e5e] __TEXT,__cstring: com.apple.private.img4.nonce.cryptex
  [0x525e83] __TEXT,__cstring: developer disk image
  [0x525e98] __TEXT,__cstring: com.apple.private.img4.nonce.ddi
  [0x525eb9] __TEXT,__cstring: cryptex1 boot
  [0x525ec7] __TEXT,__cstring: com.apple.private.img4.nonce.cryptex1.boot
  [0x525ef2] __TEXT,__cstring: cryptex1 asset brain
  [0x525f07] __TEXT,__cstring: com.apple.private.img4.nonce.cryptex1.asset
  [0x525f33] __TEXT,__cstring: cryptex1 generic
  [0x525f44] __TEXT,__cstring: com.apple.private.img4.nonce.cryptex1.generic
  [0x525f72] __TEXT,__cstring: cryptex1 simulator
  [0x525f85] __TEXT,__cstring: com.apple.private.img4.nonce.cryptex1.simulator
  [0x525fb5] __TEXT,__cstring: com.apple.private.image4.nonce.propose.mobile-asset
  [0x525fe9] __TEXT,__cstring: cryptex1 generic ephemeral
  [0x526004] __TEXT,__cstring: cryptex1 generic erm
  [0x526019] __TEXT,__cstring: com.apple.private.img4.nonce.cryptex1.generic.erm
  [0x52604b] __TEXT,__cstring: cryptex1 mobile asset code install
  [0x52606e] __TEXT,__cstring: com.apple.private.img4.nonce.cryptex1.mobile-asset.code-install
  [0x5260ae] __TEXT,__cstring: cryptex1 mobile asset code load
  [0x5260ce] __TEXT,__cstring: com.apple.private.img4.nonce.cryptex1.mobile-asset.code-load
  [0x52610b] __TEXT,__cstring: di->output_size
  [0x52611b] __TEXT,__cstring: slot[%s]: failed to query production fuse: %d
  [0x526149] __TEXT,__cstring: slot[%s]: failed to query research fuse: %d
  [0x526175] __TEXT,__cstring: CHIP_CRYPTEX1_BOOT_VMA2
  [0x52618d] __TEXT,__cstring: Cryptex1 boot [vma2 host]
  [0x5261a7] __TEXT,__cstring: CHIP_CRYPTEX1_BOOT_AP
  [0x5261bd] __TEXT,__cstring: Cryptex1 boot [AP host]
  [0x5261d5] __TEXT,__cstring: panic: should never be called
  [0x5261f3] __TEXT,__cstring: kcinstall nonce hash
  [0x526208] __TEXT,__cstring: BOOT_EPHEMERAL
  [0x526217] __TEXT,__cstring: panic: illegal chip configuration: %s
  [0x52623d] __TEXT,__cstring: panic: optional not set
  [0x526255] __TEXT,__cstring: odometer[%s:%s]: failed to query nonce: %d
  [0x526280] __TEXT,__cstring: odometer[%s:%s]: failed to entangle nonce: %d
  [0x5262ae] __TEXT,__cstring: panic: insufficient memory for platform: actual = %lu, expected >= %lu
  [0x5262f5] __TEXT,__cstring: generic
  [0x5262fd] __TEXT,__cstring: set specialist
  [0x52630c] __TEXT,__cstring: set resolver
  [0x526319] __TEXT,__cstring: set supervisor
  [0x526328] __TEXT,__cstring: get chip instance
  [0x52633a] __TEXT,__cstring: p->p_type->pt_switchable
  [0x526353] __TEXT,__cstring: panic: failed to query expert: expert = %s, p = %s, fourcc = %s, code = %llu: %d
  [0x5263a4] __TEXT,__cstring: CHIP_CRYPTEX1_BOOT_VMA2_VERIFICATION
  [0x5263c9] __TEXT,__cstring: Cryptex1 boot verification [VMA2 host]
  [0x5263f0] __TEXT,__cstring: CHIP_AP_SOFTWARE_FF00
  [0x526406] __TEXT,__cstring: AP [software ff00]
  [0x526419] __TEXT,__cstring: panic: MAC policy init failed: %d
  [0x52643b] __TEXT,__cstring: AppleImage4 hooks
  [0x52644d] __TEXT,__cstring: kern.osreleasetype
  [0x526460] __TEXT,__cstring: failed to copy in os release type: %d
  [0x526486] __TEXT,__cstring: failed to set os release type: %d
  [0x5264a8] __TEXT,__cstring: panic: object overflows buffer: object = firmware, length = %lu, required = %lu
  [0x5264f8] __TEXT,__cstring: cannot select chip with first-stage boots
  [0x526522] __TEXT,__cstring: no manifest with which to select chip
  [0x526548] __TEXT,__cstring: Img4DecodeInitAsManifest: %d
  [0x526565] __TEXT,__cstring: chip has no static or dynamic decode implementation: %s
  [0x52659d] __TEXT,__cstring: panic: failed to resolve expert for runtime
  [0x5265c9] __TEXT,__cstring: failed to query mix-n-match identifier: %d
  [0x5265f4] __TEXT,__cstring: failed to query manifest hash identifier: %d
  [0x526625] __TEXT,__cstring: com.apple.security.
  [0x526639] __TEXT,__cstring: __image4_exp
  [0x526646] __TEXT,__cstring: panic: expert boot failed: %s: %d
  [0x526668] __TEXT,__cstring: panic: kmod expert type unsupported: %#llx
  [0x526693] __TEXT,__cstring: __DATA_CONST
  [0x5266a0] __TEXT,__cstring: normalize
  [0x5266aa] __TEXT,__cstring: panic: illegal nonce descriptor configuration
  [0x5266d8] __TEXT,__cstring: magazine pseudo-descriptor
  [0x5266f3] __TEXT,__cstring: non-executable privilege level
  [0x526712] __TEXT,__cstring: cryptex1 auxilliary boot nonce hash
  [0x526736] __TEXT,__cstring: success
  [0x52673e] __TEXT,__cstring: end of sequence or set
  [0x526755] __TEXT,__cstring: unexpected tag found while decoding
  [0x526779] __TEXT,__cstring: misc. decoding error (badly formatted DER)
  [0x5267a4] __TEXT,__cstring: function not implemented in this configuration
  [0x5267d3] __TEXT,__cstring: incomplete sequence
  [0x5267e7] __TEXT,__cstring: incoming parameter error
  [0x526800] __TEXT,__cstring: buffer overflow
  [0x526810] __TEXT,__cstring: generic error
  [0x52681e] __TEXT,__cstring: nonce domain
  [0x52682b] __TEXT,__cstring: preflight
  [0x526835] __TEXT,__cstring: cryptex1 product class
  [0x52684c] __TEXT,__cstring: CHIP_AP_DDI_SHA2_384
  [0x526861] __TEXT,__cstring: secure enclave processor
  [0x526883] __TEXT,__cstring: CHIP_CRYPTEX1_MOBILE_ASSET_DFU_AP
  [0x5268a5] __TEXT,__cstring: Cryptex1 mobile asset [AP host]
  [0x5268c5] __TEXT,__cstring: cryptex1 boot nonce hash
  [0x5268de] __TEXT,__cstring: extended security domain
  [0x5268f7] __TEXT,__cstring: srd nonce hash
  [0x526906] __TEXT,__cstring: local policy
  [0x526913] __TEXT,__cstring: AP_LOCAL_
  [0x52691d] __TEXT,__cstring: AP_LOCAL
  [0x526926] __TEXT,__cstring: HACKTIVATE_RSA
  [0x526935] __TEXT,__cstring: HACKTIVATE_ECDSA
  [0x526949] __TEXT,__cstring: cryptex1 chip identifier
  [0x526962] __TEXT,__cstring: CHIP_VMA3
  [0x52696c] __TEXT,__cstring: CHAIN_SIDELOAD
  [0x52697b] __TEXT,__cstring: panic: illegal chip definition: sideload and pivot policies defined: %s
  [0x5269c3] __TEXT,__cstring: odometer[%s:%s]: boot chain integrity violation: %d
  [0x5269fc] __TEXT,__cstring: expert does not have a nonce magazine: %d
  [0x526a26] __TEXT,__cstring: no nonce slot for handle: %llx: %d
  [0x526a49] __TEXT,__cstring: slot[%s]: failed to compute nonce hash: %d
  [0x526a74] __TEXT,__cstring: slot[%s]: failed to compute nonce proposal hash: %d
  [0x526aa8] __TEXT,__cstring: environment not supported: coprocessor = %s, handle = %llx: %d
  [0x526ae7] __TEXT,__cstring: failed to parse payload: %d
  [0x526b03] __TEXT,__cstring: failed to parse manifest: %d
  [0x526b20] __TEXT,__cstring: booter environment not supported: %s: %d
  [0x526b49] __TEXT,__cstring: manifest boot failed: %s: %d
  [0x526b66] __TEXT,__cstring: panic: trust chaining not supported for evaluation: %s
  [0x526b9d] __TEXT,__cstring: panic: operation not supported on this structure version: actual = %hu, expected >= %hu
  [0x526bf5] __TEXT,__cstring: panic: unexpected trust evaluation entry: i = %lu
  [0x526c27] __TEXT,__cstring: trust evaluation failed: coprocessor = %s, sequence number = %lu, chain length = %lu: %d
  [0x526c80] __TEXT,__cstring: p_where
  [0x526c8c] __TEXT,__cstring: panic: critical trust evaluation failure: chip = %s, p = %s, payload = %s
  [0x526cd6] __TEXT,__cstring: panic: unsupported struct version: actual = %hu, expected <= %u
  [0x526d16] __TEXT,__cstring: panic: trust chain length exceeded: %lu
  [0x526d3e] __TEXT,__cstring: panic: no more property record slots
  [0x526d63] __TEXT,__cstring: CHIP_AP_SOFTWARE_FF06
  [0x526d79] __TEXT,__cstring: AP [software ff06]
  [0x526d8c] __TEXT,__cstring: BOOT_SIDELOAD
  [0x526d9a] __TEXT,__cstring: panic: illegal chip definition: anti-reply and sideload policies defined: %s
  [0x526de7] __TEXT,__cstring: CHIP_CRYPTEX1_BOOT_AP_VERIFICATION
  [0x526e0a] __TEXT,__cstring: Cryptex1 boot verification [AP host]
  [0x526e2f] __TEXT,__cstring: research mode
  [0x526e3d] __TEXT,__cstring: darwin kernel
  [0x526e4b] __TEXT,__cstring: panic: function should never be called: %s
  [0x526e76] __TEXT,__cstring: _pmap_cs_runtime_init
  [0x526e8c] __TEXT,__cstring: _pmap_cs_runtime_alloc
  [0x526ea3] __TEXT,__cstring: _pmap_cs_runtime_dealloc
  [0x526ebc] __TEXT,__cstring: _pmap_cs_runtime_log
  [0x526ed1] __TEXT,__cstring: _pmap_cs_runtime_log_handle
  [0x526eed] __TEXT,__cstring: _pmap_cs_runtime_get_identifier_bool
  [0x526f12] __TEXT,__cstring: _pmap_cs_runtime_get_identifier_uint32
  [0x526f39] __TEXT,__cstring: _pmap_cs_runtime_get_identifier_uint64
  [0x526f60] __TEXT,__cstring: _pmap_cs_runtime_get_identifier_digest
  [0x526f87] __TEXT,__cstring: _pmap_cs_runtime_get_identifier_cstr
  [0x526fac] __TEXT,__cstring: %s: failed to activate image: %d
  [0x526fcd] __TEXT,__cstring: _pmap_cs_runtime_alloc_type
  [0x526fe9] __TEXT,__cstring: _pmap_cs_runtime_dealloc_type
  [0x527007] __TEXT,__cstring: CHIP_CRYPTEX1_MOBILE_ASSET_AP
  [0x527025] __TEXT,__cstring: cryptex1 chip subtype
  [0x52703b] __TEXT,__cstring: cps->cps_type
  [0x527049] __TEXT,__cstring: panic: failed to get secure boot: %d
  [0x52706e] __TEXT,__cstring: panic: incomplete coprocessor map: handle = %lld, expected < %lld
  [0x5270b3] __TEXT,__cstring: panic: illegal coprocessor map: canonical handle has no static or dynamic decode implementation
  [0x527113] __TEXT,__cstring: cryptex1 chip type
  [0x527126] __TEXT,__cstring: CHIP_CRYPTEX1_MOBILE_ASSET_CODE_INSTALL_AP
  [0x527151] __TEXT,__cstring: Cryptex1 mobile asset code install [AP host]
  [0x52717e] __TEXT,__cstring: long os version
  [0x52718e] __TEXT,__cstring: CHIP_CRYPTEX1_GENERIC_AP
  [0x5271a7] __TEXT,__cstring: Cryptex1 generic content [AP host]
  [0x5271ca] __TEXT,__cstring: bootpc
  [0x5271d1] __TEXT,__cstring: BOOTPC_
  [0x5271d9] __TEXT,__cstring: SHA2_224
  [0x5271e2] __TEXT,__cstring: SHA2_256
  [0x5271eb] __TEXT,__cstring: SHA2_384
  [0x5271f4] __TEXT,__cstring: SHA2_512
  [0x5271fd] __TEXT,__cstring: panic: failed to read property: %s: %d
  [0x527224] __TEXT,__cstring: boot manifest hash
  [0x52723c] __TEXT,__cstring: VMA3_
  [0x52724c] __TEXT,__cstring: certificate production status
  [0x52726a] __TEXT,__cstring: certificate security mode
  [0x527284] __TEXT,__cstring: host application processor
  [0x52729f] __TEXT,__cstring: HOST_
  [0x5272aa] __TEXT,__cstring: effective production status
  [0x5272c6] __TEXT,__cstring: /options
  [0x5272cf] __TEXT,__cstring: no options node: %d
  [0x5272e3] __TEXT,__cstring: failed to read nvram property: %s: %d
  [0x527309] __TEXT,__cstring: IONVRAM
  [0x527311] __TEXT,__cstring: IODTNVRAM
  [0x52731b] __TEXT,__cstring: IONVRAM-DELETE-PROPERTY
  [0x527333] __TEXT,__cstring: p_len
  [0x527339] __TEXT,__cstring: IODTNVRAM::setProperties: 0x%lx
  [0x52735b] __TEXT,__cstring: panic: thread call already pending
  [0x52737e] __TEXT,__cstring: IONVRAM-SYNCNOW-PROPERTY
  [0x527397] __TEXT,__cstring: IONVRAM-FORCESYNCNOW-PROPERTY
  [0x5273b5] __TEXT,__cstring: panic: invalid sync type: %#llx
  [0x5273d5] __TEXT,__cstring: panic: failed to free thread call
  [0x5273f7] __TEXT,__cstring: effective security mode
  [0x52740f] __TEXT,__cstring: CHIP_CRYPTEX1_MOBILE_ASSET_DFU_VMA2
  [0x527433] __TEXT,__cstring: Cryptex1 mobile asset [VMA2 host]
  [0x527455] __TEXT,__cstring: CHIP_VMA2_PDI
