  [0xd10102] __TEXT,__const: accessorysensormgrd
  [0xd18b51] __TEXT,__const: HsListener
  [0xd18b62] __TEXT,__const: ocom.apple.coreservices.lsuseractivitymanager.xpc
  [0xd18bfa] __TEXT,__const: rcom.apple.PeopleMessageService.LegacyMessageService
  [0xd18ce2] __TEXT,__const: aslmanager
  [0xd18d82] __TEXT,__const: ASOctaneSupportXPCService
  [0xd18da2] __TEXT,__const: ccom.apple.storekit.configuration.xpc
  [0xd18e7a] __TEXT,__const: ASPCarryLog
  [0xd18e8a] __TEXT,__const: UAppleNVMePassThroughUC
  [0xd18ea5] __TEXT,__const: aIOUSBMassStorageResourceUserClient
  [0xd18ed2] __TEXT,__const: SAppleNVMeNamespaceUC
  [0xd18ef2] __TEXT,__const: SAppleNVMePassThrough
  [0xd18f0b] __TEXT,__const: WIOUSBMassStorageResource
  [0xd18f2a] __TEXT,__const: VAppleANS3CGv2Controller
  [0xd1901a] __TEXT,__const: assessmentagent
  [0xd1903e] __TEXT,__const: _siri.assessment-mode-restriction
  [0xd19063] __TEXT,__const: fDeviceConfigurationAgent.provider.async
  [0xd19092] __TEXT,__const: kcom.apple.nesessionmanager.flow-divert-token
  [0xd19172] __TEXT,__const: AssetCacheLocatorService
  [0xd1923a] __TEXT,__const: AssetLoader
  [0xd19342] __TEXT,__const: \com.apple.coremedia.asset.xpc
  [0xd1938a] __TEXT,__const: ocom.apple.coremedia.deferredmedia.photoprocessor
  [0xd19412] __TEXT,__const: gcom.apple.corespotlight.receiver.checkin
  [0xd19462] __TEXT,__const: ]com.apple.coremedia.player.xpc
  [0xd1948a] __TEXT,__const: fcom.apple.mediaanalysisd.embeddingstore
  [0xd19582] __TEXT,__const: Jcom.apple.M
  [0xd1958f] __TEXT,__const: SSTimestampXPCService
  [0xd195a8] __TEXT,__const: cessageSecurity.MSTimestampXPCService
  [0xd19682] __TEXT,__const: assetsubscriptiond
  [0xd19742] __TEXT,__const: assistant_cdmd
  [0xd1978a] __TEXT,__const: hcom.apple.siri.orchestration.capabilities
  [0xd197ba] __TEXT,__const: Pcom.apple.remoted
  [0xd1989a] __TEXT,__const: assistant_service
  [0xd198de] __TEXT,__const: Uusernotifications.tool
  [0xd198f9] __TEXT,__const: [relevanced.ConsiderateVolume
  [0xd1991a] __TEXT,__const: \maps.destinationd.predictions
  [0xd1993c] __TEXT,__const: cCascadeSetsDifferentialUpdateService
  [0xd19965] __TEXT,__const: gTextUnderstanding.SmartReplies.Inference
  [0xd19992] __TEXT,__const: Iassistant.
  [0xd1999e] __TEXT,__const: Kflow_service
  [0xd199af] __TEXT,__const: Snotification_service
  [0xd199c8] __TEXT,__const: pproactive.PersonalizationPortrait.Topic.readWrite
  [0xd199fe] __TEXT,__const: Ritunescloud.delegat
  [0xd19a13] __TEXT,__const: Kion-provider
  [0xd19a24] __TEXT,__const: Ne-account-store
  [0xd19a3b] __TEXT,__const: Zearchparty.btfindingsession
  [0xd19a5b] __TEXT,__const: ^ynapse.notes-activation-service
  [0xd19a7f] __TEXT,__const: muggestd.PersonalizationPortrait.StringDonation
  [0xd19ab7] __TEXT,__const: Iinferenced
  [0xd19ac9] __TEXT,__const: Fsignals
  [0xd19ad5] __TEXT,__const: Hremembers
  [0xd19ae6] __TEXT,__const: Zreference_resolution_module
  [0xd19b06] __TEXT,__const: \flowtools_xpc_snippet_service
  [0xd19b28] __TEXT,__const: \inference.EntityMatcher.admin
  [0xd19b4a] __TEXT,__const: `orchestration.remoteintelligence2
  [0xd19bba] __TEXT,__const: Vcom.apple.siri.location
  [0xd19bda] __TEXT,__const: Zcom.apple.omniSearch.search
  [0xd19c02] __TEXT,__const: Xcom.apple.linkd.extension
  [0xd19c22] __TEXT,__const: gcom.apple.siri.audio_message_service.xpc
  [0xd19c8a] __TEXT,__const: kcom.apple.NeighborhoodActivityConduitService
  [0xd19cc2] __TEXT,__const: `com.apple.MobileTimer.timerserver
  [0xd19cea] __TEXT,__const: scom.apple.Maps.xpc.connectionBroker.endpointRecorder
  [0xd19d2a] __TEXT,__const: ^com.apple.ap.adprivacyd.opt-out
  [0xd19d52] __TEXT,__const: Xcom.apple.sirisuggestions
  [0xd19d72] __TEXT,__const: lcom.apple.siri.orchestration.prescribedaction
  [0xd19daa] __TEXT,__const: ]com.apple.fitnessintelligenced
  [0xd19dd2] __TEXT,__const: ccom.apple.intelligenceflow.uiContext
  [0xd19e52] __TEXT,__const: ]com.apple.appprotectiond.guard
  [0xd19e7a] __TEXT,__const: kcom.apple.itunescloud.in-app-message-service
  [0xd19ed2] __TEXT,__const: ncom.apple.intelligenceplatform.EntityResolution
  [0xd19f32] __TEXT,__const: Zcom.apple.coremedia.remaker
  [0xd19f5a] __TEXT,__const: dcom.apple.Safari.SafeBrowsing.Service
  [0xd19f8a] __TEXT,__const: fcom.apple.chrono.widgetcenterconnection
  [0xd19fe2] __TEXT,__const: Vcom.apple.assistant.cdm
  [0xd1a04a] __TEXT,__const: wcom.apple.icloud.searchpartyd.beaconmanager.simplebeacon
  [0xd1a08a] __TEXT,__const: bcom.apple.maps.virtualgarage.server
  [0xd1a0da] __TEXT,__const: fcom.apple.intelligentroutingd.xpc.media
  [0xd1a10a] __TEXT,__const: qcom.apple.icloud.searchpartyd.beaconsharingservice
  [0xd1a14a] __TEXT,__const: ccom.apple.coremedia.formatreader.xpc
  [0xd1a1ba] __TEXT,__const: acom.apple.intelligenceflow.context
  [0xd1a1ea] __TEXT,__const: ocom.apple.icloud.searchparty.locationfetch.items
  [0xd1a222] __TEXT,__const: ucom.apple.itunescloud.remote-request-execution-service
  [0xd1a29a] __TEXT,__const: _com.apple.routined.safetyMonitor
  [0xd1a32a] __TEXT,__const: gcom.apple.siri.pommes_search_xpc_service
  [0xd1a3ca] __TEXT,__const: [com.apple.assistant.security
  [0xd1a3f2] __TEXT,__const: fcom.apple.financed.service.financestore
  [0xd1a422] __TEXT,__const: ocom.apple.proactive.ActionPrediction.predictions
  [0xd1a4d2] __TEXT,__const: Ycom.apple.siri.sirireaderd
  [0xd1a4fa] __TEXT,__const: Xcom.apple.siri.activation
  [0xd1a51a] __TEXT,__const: Xcom.apple.tipsd.assistant
  [0xd1a546] __TEXT,__const: Vremindd.userInteractive
  [0xd1a562] __TEXT,__const: Vsiri.encore_xpc_service
  [0xd1a582] __TEXT,__const: ncom.apple.foundationmodels.languagemodelservice
  [0xd1a5c6] __TEXT,__const: Zmitigationasset.xpc.service
  [0xd1a5ec] __TEXT,__const: Zknowledged.vocabulary.admin
  [0xd1a60c] __TEXT,__const: `.orchestration.remoteintelligence
  [0xd1a63a] __TEXT,__const: acom.apple.itunescloud.contenttaste
  [0xd1a66a] __TEXT,__const: dcom.apple.intelligenceplatform.Knosis
  [0xd1a69a] __TEXT,__const: dcom.apple.siri-distributed-evaluation
  [0xd1a6ca] __TEXT,__const: pcom.apple.itunescloud.library-auth-token-provider
  [0xd1a702] __TEXT,__const: bcom.apple.intelligenceplatform.View
  [0xd1a732] __TEXT,__const: _com.apple.caraccessoryframework.
  [0xd1a754] __TEXT,__const: Igatekeeper
  [0xd1a77a] __TEXT,__const: fcom.apple.coremedia.customurlloader.xpc
  [0xd1a7d2] __TEXT,__const: fcom.apple.caraccessoryframework.cardata
  [0xd1a822] __TEXT,__const: ]com.apple.coremedia.flashlight
  [0xd1a84a] __TEXT,__const: [com.apple.MediaGroups.daemon
  [0xd1a8aa] __TEXT,__const: Rcom.apple.carpd.xpc
  [0xd1a93a] __TEXT,__const: lcom.apple.icloud.searchpartyd.securelocations
  [0xd1a972] __TEXT,__const: Zcom.apple.DistributedTimers
  [0xd1a99a] __TEXT,__const: \com.apple.Maps.xpc.SharedTrip
  [0xd1a9ea] __TEXT,__const: icom.apple.coremedia.mutablecomposition.xpc
  [0xd1aa62] __TEXT,__const: bcom.apple.siriknowledged.koa.donate
  [0xd1aa92] __TEXT,__const: {com.apple.generativeexperiences.generativeexperiencessession
  [0xd1ab42] __TEXT,__const: bcom.apple.maps.destinationd.sources
  [0xd1ab9a] __TEXT,__const: icom.apple.findmy.findmylocate.fenceservice
  [0xd1abd2] __TEXT,__const: _com.apple.proactive.appDirectory
  [0xd1abfa] __TEXT,__const: [com.apple.nanosystemsettings
  [0xd1ac4a] __TEXT,__const: _com.apple.siri.device_resolution
  [0xd1ac72] __TEXT,__const: ocom.apple.siri.orchestration.intelligencesession
  [0xd1acda] __TEXT,__const: ycom.apple.proactive.PersonalizationPortrait.Topic.readOnly
  [0xd1ad4e] __TEXT,__const: Qbehaviorkit-bridge
  [0xd1ad65] __TEXT,__const: Xsiri.SiriReaderXPCService
  [0xd1ad83] __TEXT,__const: ]TVSearchServices.ActionService
  [0xd1ade2] __TEXT,__const: gcom.apple.siri.ClientFlow.ClientScripter
  [0xd1af22] __TEXT,__const: assistantaudiokitd
  [0xd1af3a] __TEXT,__const: Scom.apple.assistant.
  [0xd1af50] __TEXT,__const: Tdomain.status.service
  [0xd1af6a] __TEXT,__const: bsva.system.assistant.status.service
  [0xd1af9a] __TEXT,__const: _com.apple.audio.voicetrigger.xpc
  [0xd1afd8] __TEXT,__const: Xdomain.validation.service
  [0xd1aff6] __TEXT,__const: Jsva.system.
  [0xd1b003] __TEXT,__const: Osettings.service
  [0xd1b018] __TEXT,__const: eassistant.recording.validation.service
  [0xd1b04a] __TEXT,__const: icom.apple.voicetrigger.voicetriggerservice
  [0xd1b082] __TEXT,__const: `com.apple.BTLEAudioController.xpc
  [0xd1b152] __TEXT,__const: assistantd
  [0xd1b162] __TEXT,__const: \IOAVServiceConcreteUserClient
  [0xd1b18a] __TEXT,__const: ZDCPAVServiceProxyUserClient
  [0xd1b1b2] __TEXT,__const: Ycom.apple.assistant.client
  [0xd1b1da] __TEXT,__const: ^com.apple.perceptiond.entitykit
  [0xd1b202] __TEXT,__const: Pcom.apple.corercd
  [0xd1b226] __TEXT,__const: ONanoTimeKit.Siri
  [0xd1b23b] __TEXT,__const: Pworldmodel.worldd
  [0xd1b251] __TEXT,__const: jgenerativeexperiences.availability.internal
  [0xd1b281] __TEXT,__const: jintelligenceflow.transcript-entity-querying
  [0xd1b2b1] __TEXT,__const: mAmbientIntelligence.AmbientIntelligenceService
  [0xd1b2fe] __TEXT,__const: Hdata_sync
  [0xd1b30f] __TEXT,__const: Vaudio-session-assertion
  [0xd1b32e] __TEXT,__const: Sevice-context.remora
  [0xd1b347] __TEXT,__const: \omain.system.settings.service
  [0xd1b369] __TEXT,__const: Vcorespeech.corespeechd.
  [0xd1b382] __TEXT,__const: Jssr.service
  [0xd1b392] __TEXT,__const: Jvoiceid.xpc
  [0xd1b3a2] __TEXT,__const: Pattending.service
  [0xd1b3b8] __TEXT,__const: Qendpointer.service
  [0xd1b3cf] __TEXT,__const: Qrchandling.service
  [0xd1b3e9] __TEXT,__const: Tsr.rpisamplingservice
  [0xd1b408] __TEXT,__const: \knowledged.SiriSessionService
  [0xd1b42d] __TEXT,__const: Odeviceselectiond
  [0xd1b442] __TEXT,__const: Pexecution_service
  [0xd1b458] __TEXT,__const: Zintegratedresponse.response
  [0xd1b478] __TEXT,__const: Zorchestration.sirixagentifd
  [0xd1b498] __TEXT,__const: \UnifiedSiriTest.BridgeService
  [0xd1b4c5] __TEXT,__const: Xhared_flow_plugin_service
  [0xd1b4e3] __TEXT,__const: F.remora
  [0xd1b4f2] __TEXT,__const: \com.apple.perceptiond.context
  [0xd1b54a] __TEXT,__const: ocom.apple.nsurlsessiond.NSURLSessionProxyService
  [0xd1b582] __TEXT,__const: ]com.apple.sensornetd.transport
  [0xd1b5aa] __TEXT,__const: gcom.apple.corespeech.voicetriggerservice
  [0xd1b5e6] __TEXT,__const: Wassistant.device-context
  [0xd1b603] __TEXT,__const: Wsiri.attendingstates.xpc
  [0xd1b622] __TEXT,__const: gcom.apple.announced.localplaybacksession
  [0xd1b652] __TEXT,__const: `com.apple.vpg.arachned.imageStore
  [0xd1b67a] __TEXT,__const: rcom.apple.generativeexperiences.availabilityService
  [0xd1b6ba] __TEXT,__const: tcom.apple.bulletinboard.settingspersistenceconnection
  [0xd1b6fa] __TEXT,__const: ]com.apple.BTAudioHALPlugin.xpc
  [0xd1b722] __TEXT,__const: `com.apple.ProximityControl.server
  [0xd1b756] __TEXT,__const: Qmediasetupd.server
  [0xd1b774] __TEXT,__const: Worchestration.sirixagent
  [0xd1b791] __TEXT,__const: _localspeechrecognitionbridge.xpc
  [0xd1b7ba] __TEXT,__const: fcom.apple.intelligenceflow.orchestrator
  [0xd1b7ea] __TEXT,__const: Xcom.apple.perceptiond.api
  [0xd1b80a] __TEXT,__const: ]com.apple.siri.deviceselection
  [0xd1b852] __TEXT,__const: pcom.apple.generativeexperiences.agentSessionStore
  [0xd1b896] __TEXT,__const: _intelligenceflow.querydecoration
  [0xd1b8bb] __TEXT,__const: acorespeech.speechmodeltraining.xpc
  [0xd1b8ea] __TEXT,__const: Ycom.apple.symptomsd.helper
  [0xd1b93a] __TEXT,__const: qcom.apple.siri.UnifiedSiriTest.TestingEventService
  [0xd1b97a] __TEXT,__const: acom.apple.intelligenceflow.toolbox
  [0xd1b9aa] __TEXT,__const: Wcom.apple.siri.hearables
  [0xd1b9ca] __TEXT,__const: bcom.apple.soundboardservices.server
  [0xd1b9fa] __TEXT,__const: [com.apple.HearingModeService
  [0xd1ba22] __TEXT,__const: hcom.apple.multiuserservices.session-claim
  [0xd1ba52] __TEXT,__const: dcom.apple.perceptiond.physicalContext
  [0xd1bab2] __TEXT,__const: kcom.apple.siri.OpportuneSpeakingModelService
  [0xd1baea] __TEXT,__const: \com.apple.siri.embeddedspeech
  [0xd1bba2] __TEXT,__const: `security.mac.sandbox.audio_active
  [0xd1bbf2] __TEXT,__const: fcom.apple.accessibility.motiontrackingd
  [0xd1bc62] __TEXT,__const: `com.apple.AXMediaUtilitiesService
  [0xd1bd42] __TEXT,__const: ]installcood.f.15d75b02494387f5
  [0xd1bd6a] __TEXT,__const: Ycom.apple.ibooks.BLService
  [0xd1bd92] __TEXT,__const: acom.apple.atc.xpc.downloadprogress
  [0xd1bdc2] __TEXT,__const: rcom.apple.Carousel.CSLSBackgroundTaskRequestService
  [0xd1be9a] __TEXT,__const: attributionkitd
  [0xd1bf42] __TEXT,__const: AudioAccessoryAssetManagementXPCService
  [0xd1c002] __TEXT,__const: audioaccessoryd
  [0xd1c01a] __TEXT,__const: GVendorID
  [0xd1c027] __TEXT,__const: HProductID
  [0xd1c03a] __TEXT,__const: dcom.apple.BTAudioHALPluginAccessories
  [0xd1c076] __TEXT,__const: Ttvperipheralagent.xpc
  [0xd1c090] __TEXT,__const: Ubluetooth.cloudkit.xpc
  [0xd1c0ab] __TEXT,__const: WConnectedAudio3PServices
  [0xd1c0c8] __TEXT,__const: ^AudioAccessoryCommunication.xpc
  [0xd1c0fe] __TEXT,__const: THRTFEnrollmentService
  [0xd1c118] __TEXT,__const: [skateboardcompanionserverxpc
  [0xd1c142] __TEXT,__const: _com.apple.BluetoothCloudServices
  [0xd1c16a] __TEXT,__const: acom.apple.SensingPredictXPCService
  [0xd1c19a] __TEXT,__const: hcom.apple.perceptiond.sceneClassification
  [0xd1c1ca] __TEXT,__const: qcom.apple.powerui.audioAccessorySmartChargeManager
  [0xd1c20a] __TEXT,__const: _com.apple.AccessorySensorManager
  [0xd1c2ca] __TEXT,__const: audioanalyticsd
  [0xd1c2e2] __TEXT,__const: \AppleProcessorTraceUserClient
  [0xd1c30a] __TEXT,__const: UAppleProcessorTraceNub
  [0xd1c32a] __TEXT,__const: gcom.apple.internal.audioanalytics.helper
  [0xd1c3ea] __TEXT,__const: Qvm.vm_debug_events
  [0xd1c40a] __TEXT,__const: audioclocksyncd
  [0xd1c48a] __TEXT,__const: UAppleMSGKextUserClient
  [0xd1c4b6] __TEXT,__const: MSyncUserClient
  [0xd1c4c9] __TEXT,__const: ODaemonUserClient
  [0xd1c4de] __TEXT,__const: TNetworkPortUserClient
  [0xd1c4f8] __TEXT,__const: \UserFilteredServiceUserClient
  [0xd1c539] __TEXT,__const: JgPTPManager
  [0xd1c549] __TEXT,__const: KClockManager
  [0xd1c55a] __TEXT,__const: JTranslation
  [0xd1c582] __TEXT,__const: KAppleMSGKext
  [0xd1c59f] __TEXT,__const: LDaemonService
  [0xd1c5b4] __TEXT,__const: InicastUDPv
  [0xd1c5c0] __TEXT,__const: G4EtEPort
  [0xd1c5cd] __TEXT,__const: G6EtEPort
  [0xd1c5da] __TEXT,__const: QserFilteredService
  [0xd1c68a] __TEXT,__const: AudioConverterHardenedService
  [0xd1c6aa] __TEXT,__const: fcom.apple.SpatialAudioProfileXPCService
  [0xd1c6da] __TEXT,__const: _com.apple.SpatialAudioXPCService
  [0xd1c7b2] __TEXT,__const: AudioConverterHighCapacityService
  [0xd1c882] __TEXT,__const: Rcom.apple.lskdd.xpc
  [0xd1c93a] __TEXT,__const: audiomxd
  [0xd1c950] __TEXT,__const: UAudio2DeviceUserClient
  [0xd1c973] __TEXT,__const: TLPMicDeviceUserClient
  [0xd1c990] __TEXT,__const: VOBufferDeviceUserClient
  [0xd1c9ac] __TEXT,__const: ^solatedIOBufferDeviceUserClient
  [0xd1c9d0] __TEXT,__const: [VoiceTriggerDeviceUserClient
  [0xd1c9f4] __TEXT,__const: YHSPowerInterfaceUserClient
  [0xd1ca19] __TEXT,__const: NEARCAudioClient
  [0xd1ca2d] __TEXT,__const: QSiI9437AudioClient
  [0xd1ca44] __TEXT,__const: TVirtIOSoundUserClient
  [0xd1ca5e] __TEXT,__const: WHapticsSupportUserClient
  [0xd1cab2] __TEXT,__const: dIOPAudioClientManagerDeviceUserClient
  [0xd1cae2] __TEXT,__const: [IOAccessoryManagerUserClient
  [0xd1cb11] __TEXT,__const: JVirtIOSound
  [0xd1cb21] __TEXT,__const: QAOPAudioController
  [0xd1cb40] __TEXT,__const: LAVAudioDriver
  [0xd1cb5a] __TEXT,__const: JLPMicDevice
  [0xd1cb6a] __TEXT,__const: QVoiceTriggerDevice
  [0xd1cb84] __TEXT,__const: LOBufferDevice
  [0xd1cb96] __TEXT,__const: Fsolated
  [0xd1cb9f] __TEXT,__const: MIOBufferDevice
  [0xd1cbcc] __TEXT,__const: OHSPowerInterface
  [0xd1cbe7] __TEXT,__const: GPDMAudio
  [0xd1cbf4] __TEXT,__const: OTAS5720AmpDevice
  [0xd1cc10] __TEXT,__const: JAudioDevice
  [0xd1cc20] __TEXT,__const: NSecondaryDevice
  [0xd1cc5b] __TEXT,__const: JAudioEngine
  [0xd1cc6b] __TEXT,__const: \HapticsExternalSecondaryAudio
  [0xd1cc90] __TEXT,__const: JiI9437Audio
  [0xd1cca0] __TEXT,__const: LecondaryAudio
  [0xd1ccb5] __TEXT,__const: PX21810AudioDevice
  [0xd1cccb] __TEXT,__const: RSCodecMikeyBusAudio
  [0xd1cce6] __TEXT,__const: TctuatorSecondaryAudio
  [0xd1cd04] __TEXT,__const: QEnvSenseController
  [0xd1cd1b] __TEXT,__const: UVoiceTriggerController
  [0xd1cd3a] __TEXT,__const: ZAppleExternalSecondaryAudio
  [0xd1cd62] __TEXT,__const: MAppleWatch5PPM
  [0xd1cd7a] __TEXT,__const: WAppleEmbeddedAudioDevice
  [0xd1cd9a] __TEXT,__const: RApplePassthroughPPM
  [0xd1cdba] __TEXT,__const: ODCPAVAudioDriver
  [0xd1cdd2] __TEXT,__const: VAppleHapticsSupportLEAP
  [0xd1cdf2] __TEXT,__const: ZIOPAudioClientManagerDevice
  [0xd1ce1a] __TEXT,__const: LAppleHWAccess
  [0xd1ce32] __TEXT,__const: NVTConfiguration
  [0xd1ce4a] __TEXT,__const: cIOPAudioVoiceTriggerDeviceUserClient
  [0xd1ce9a] __TEXT,__const: SAppleEARCAudioDevice
  [0xd1ceba] __TEXT,__const: MAppleEARCAudio
  [0xd1cef0] __TEXT,__const: Yxpc.SharedMemoryXPCService
  [0xd1cf17] __TEXT,__const: Husbaudiod
  [0xd1cf25] __TEXT,__const: JMXUIService
  [0xd1cf35] __TEXT,__const: Qaudioanchorservice
  [0xd1cf4c] __TEXT,__const: Qvirtualaudio.cider
  [0xd1cf63] __TEXT,__const: ^BTAudioHALPluginAccessories.xpc
  [0xd1cf8a] __TEXT,__const: Oelatived.tempest
  [0xd1cf9f] __TEXT,__const: Soomcongruenceservice
  [0xd1cfbc] __TEXT,__const: `ntinuitycaptureaudio.provider.xpc
  [0xd1cfe6] __TEXT,__const: Xmedia.endpointmanager.xpc
  [0xd1d004] __TEXT,__const: Ospeech.assistant
  [0xd1d016] __TEXT,__const: N.activation.xpc
  [0xd1d02a] __TEXT,__const: Waudiokitd.activation.xpc
  [0xd1d056] __TEXT,__const: Faudio.A
  [0xd1d05f] __TEXT,__const: UUHostingService.arm64e
  [0xd1d07a] __TEXT,__const: `udioConverterService.HighCapacity
  [0xd1d0a0] __TEXT,__const: ^coreaudio.ADADatabaseXPCService
  [0xd1d0c4] __TEXT,__const: ^internal.soundautoconfigservice
  [0xd1d0ea] __TEXT,__const: lcom.apple.iapd.distributednotification.server
  [0xd1d122] __TEXT,__const: Ycom.apple.videoconference.
  [0xd1d13e] __TEXT,__const: Pspeechtranslation
  [0xd1d154] __TEXT,__const: Yaudiotranscriptionanalysis
  [0xd1d17a] __TEXT,__const: qcom.apple.coreaudio.RemoteProcessingBlockRegistrar
  [0xd1d1ba] __TEXT,__const: bcom.apple.TVSystemUIService.banners
  [0xd1d1ea] __TEXT,__const: fcom.apple.internal.aupbregistrarservice
  [0xd1d21a] __TEXT,__const: Zcom.apple.accessories.audio
  [0xd1d26a] __TEXT,__const: ecom.apple.coremedia.endpointstream.xpc
  [0xd1d29a] __TEXT,__const: mcom.apple.iap2d.distributednotification.server
  [0xd1d3b2] __TEXT,__const: dcom.apple.carousel.wakegesturemonitor
  [0xd1d49a] __TEXT,__const: auearlyboot
  [0xd1d4aa] __TEXT,__const: QAIDImageDownloader
  [0xd1d4cd] __TEXT,__const: PWCImageDownloader
  [0xd1d4e3] __TEXT,__const: UppleFirmwareUpdateKext
  [0xd1d592] __TEXT,__const: AUHostingServiceXPC_arrow
  [0xd1d65a] __TEXT,__const: AuthBrokerAgent
  [0xd1d702] __TEXT,__const: autobox-tests-allow
  [0xd1d71a] __TEXT,__const: Qcom.apple.sandboxd
  [0xd1d7ca] __TEXT,__const: Nkern.threadname
  [0xd1d7fa] __TEXT,__const: autobox-tests-deny
  [0xd1d892] __TEXT,__const: autobox-tests-empty
  [0xd1d8aa] __TEXT,__const: automationmode-writer
  [0xd1d952] __TEXT,__const: AutomationModeUI
  [0xd1d96a] __TEXT,__const: [com.apple.dt.automationmode.
  [0xd1d993] __TEXT,__const: Mreader.testing
  [0xd1db12] __TEXT,__const: AVAudioDeviceTestService
  [0xd1dbf2] __TEXT,__const: avconferenced
  [0xd1dc09] __TEXT,__const: HAdapterUC
  [0xd1dc17] __TEXT,__const: HSessionUC
  [0xd1dc25] __TEXT,__const: NCPDRMUserClient
  [0xd1dc5a] __TEXT,__const: SAppleD5500UserClient
  [0xd1dc7a] __TEXT,__const: QAppleAVDUserClient
  [0xd1dcb2] __TEXT,__const: bAppleBasebandPCIPDPSkywalkInterface
  [0xd1dce2] __TEXT,__const: PIOUserNetworkWLAN
  [0xd1dd2a] __TEXT,__const: kcom.apple.mediaanalysisd.videosession.public
  [0xd1de22] __TEXT,__const: axassetsd
  [0xd1de62] __TEXT,__const: dcom.apple.ERFoundationExtensionDaemon
  [0xd1dec6] __TEXT,__const: Ttexttospeech.SiriAUSP
  [0xd1dee0] __TEXT,__const: fspeech.MacinTalkFramework.MacinTalkAUSP
  [0xd1df0f] __TEXT,__const: Uudio.AUCrashHandlerXPC
  [0xd1df2e] __TEXT,__const: VMauiTTSSupport.MauiAUSP
  [0xd1df4a] __TEXT,__const: ]KonaTTSSupport.KonaSynthesizer
  [0xd1df72] __TEXT,__const: ecom.apple.siri.tts.TTSAsset.TrialProxy
  [0xd1e03a] __TEXT,__const: axauditd
  [0xd1e06a] __TEXT,__const: ^com.apple.sharing.accessibility
  [0xd1e14a] __TEXT,__const: AXMediaUtilitiesService
  [0xd1e202] __TEXT,__const: axremoted
  [0xd1e212] __TEXT,__const: Ycom.apple.accessibility.AX
  [0xd1e22e] __TEXT,__const: RSwitchControlServer
  [0xd1e246] __TEXT,__const: SAssistiveTouchServer
  [0xd1e2f2] __TEXT,__const: backgroundassets.user
  [0xd1e30a] __TEXT,__const: pcom.apple.dt.backgroundassets.developmentoverride
  [0xd1e36a] __TEXT,__const: gcom.apple.STExtractionService.privileged
  [0xd1e442] __TEXT,__const: batteryintelligenced
  [0xd1e45a] __TEXT,__const: SAppleSMCKeysEndpoint
  [0xd1e47a] __TEXT,__const: ccom.apple.powerui.smartChargeManager
  [0xd1e4aa] __TEXT,__const: qcom.apple.batteryintelligenced.chargetimeestimator
  [0xd1e4ea] __TEXT,__const: hcom.apple.PerfPowerTelemetryReaderService
  [0xd1e5c2] __TEXT,__const: batterytrapd
  [0xd1e5f2] __TEXT,__const: MIOPMUBootForce
  [0xd1e602] __TEXT,__const: HPrecharge
