  [0x38cfa5] __TEXT,__cstring: component-index
  [0x391294] __TEXT,__cstring: IOHibernateState
  [0x3912a5] __TEXT,__cstring: Enet.MagicPacket
  [0x3912b6] __TEXT,__cstring: Magic packet received
  [0x3912cc] __TEXT,__cstring: Enet.Service
  [0x3912d9] __TEXT,__cstring: Connection attempt
  [0x3912ec] __TEXT,__cstring: Enet.ConflictResolution
  [0x391304] __TEXT,__cstring: Bonjour or IP conflict
  [0x39131b] __TEXT,__cstring: Enet.LinkToggle
  [0x39132b] __TEXT,__cstring: Link down then up
  [0x39133d] __TEXT,__cstring: Enet.TCPData
  [0x39134a] __TEXT,__cstring: Incoming data on a kept-alive socket
  [0x39136f] __TEXT,__cstring: Enet.Timer
  [0x39137a] __TEXT,__cstring: Diagnostics timer triggered
  [0x391396] __TEXT,__cstring: Enet.LinkUpTimeout
  [0x3913a9] __TEXT,__cstring: Failed to get link on sleep
  [0x3913c5] __TEXT,__cstring: Enet.TCPTimeout
  [0x3913d5] __TEXT,__cstring: Keepalive failure
  [0x3913e7] __TEXT,__cstring: Enet.LinkDown
  [0x3913f5] __TEXT,__cstring: Lost link
  [0x3913ff] __TEXT,__cstring: Enet.PacketSpewDetect
  [0x391415] __TEXT,__cstring: Packet Spew Detect
  [0x391428] __TEXT,__cstring: %s - %s with
  [0x391436] __TEXT,__cstring: %s - %s
  [0x39143e] __TEXT,__cstring: %s: Wake reason: %s
  [0x391453] __TEXT,__cstring: Wake Reason
  [0x39145f] __TEXT,__cstring: Network Wake Reason
  [0x391473] __TEXT,__cstring: MyAllocIOBuffer - failed to allocate IODMACommand
  [0x3914a5] __TEXT,__cstring: MyAllocIOBuffer - failed to allocate memory
  [0x3914d1] __TEXT,__cstring: MyAllocIOBuffer - setMemoryDescriptor failed
  [0x3914fe] __TEXT,__cstring: MyAllocIOBuffer - failed to get physical address
  [0x39152f] __TEXT,__cstring: MyAllocIOBuffer - buffer crosses 32-bit boundary, trying again
  [0x39156e] __TEXT,__cstring: allocateMemory - fRxStdDmaVirt,fRxStdDmaPhy failed
  [0x3915a1] __TEXT,__cstring: allocateMemory - fRxJumboDmaVirt,fRxJumboDmaPhy failed
  [0x3915d8] __TEXT,__cstring: allocateMemory - StatusBlkVirt,StatusBlkPhy failed
  [0x39160b] __TEXT,__cstring: allocateMemory - StatsBlkVirt,StatsBlkPhy failed
  [0x39163c] __TEXT,__cstring: allocateMemory - RxStdBdVirt,RxStdBdPhy failed
  [0x39166b] __TEXT,__cstring: allocateMemory - RxJumboBdVirt,RxJumboBdPhy failed
  [0x39169e] __TEXT,__cstring: allocateMemory - RcvRetRcbBlk[j].RcvRetBdVirt,RcvRetRcbBlk[j].RcvRetBdPhy failed
  [0x3916ef] __TEXT,__cstring: allocateMemory - SendRcbBlk[j].u.SendBdVirt,SendRcbBlk[j].SendBdPhy failed
  [0x39173a] __TEXT,__cstring: allocateMemory - fTxDmaVirt,fTxDmaPhy failed
  [0x391767] __TEXT,__cstring: initRxRing - bad mbuf count
  [0x391783] __TEXT,__cstring: mbuf pullup failed
  [0x391796] __TEXT,__cstring: BCM5701Enet::transmitPacket mbuf_copydata err = %x
  [0x3917ca] __TEXT,__cstring: receivePackets - ring index out of bounds
  [0x3917f4] __TEXT,__cstring: "BCM5701Ethernet - fatal error in jumbo rcv packets.  fJumboRingEnabled %d, fRxJumboDmaVirt %p, i %d, fRxJumboDescCnt %d, flags %x" @%s:%d
  [0x39187f] __TEXT,__cstring: BCM5701Private.cpp
  [0x391892] __TEXT,__cstring: "BCM5701Ethernet - fatal error in std rcv packets.  fRxStdDmaVirt %p, i %d, fRxStdDescCnt %d, flags %x" @%s:%d
  [0x391901] __TEXT,__cstring: receivePackets - dropping oversize packet
  [0x39192b] __TEXT,__cstring: receivePackets - got vlan packet
  [0x39194c] __TEXT,__cstring: receivePackets - Rx while not ready???
  [0x391973] __TEXT,__cstring: cleanupTransmitRing - got partial completion of a timed tx packet
  [0x3919b5] __TEXT,__cstring: setReceiveMask - Unkown filter mask
  [0x3919d9] __TEXT,__cstring: cntrlBlock - unable to disable control-block
  [0x391a06] __TEXT,__cstring: cntrlBlock - unable to enable control-block
  [0x391a32] __TEXT,__cstring: timeout waiting for lock of Grc.Mode
  [0x391a57] __TEXT,__cstring: initConfig - unknown chip
  [0x391a71] __TEXT,__cstring: initConfig - TX packet descriptor count invalid, using default
  [0x391ab0] __TEXT,__cstring: initConfig - RX std. packet descriptor invalid, using default
  [0x391aee] __TEXT,__cstring: initConfig - Enabling jumbo! mtu, max_pkt_size
  [0x391b1d] __TEXT,__cstring: initConfig - configuration error - RX descriptor count > RX receive count
  [0x391b67] __TEXT,__cstring: Configuration Data
  [0x391b7a] __TEXT,__cstring: getConfig - no configuration data in our plist?
  [0x391baa] __TEXT,__cstring: OptionsConfig
  [0x391bb8] __TEXT,__cstring: TuneConfig
  [0x391bc3] __TEXT,__cstring: /options
  [0x391bcc] __TEXT,__cstring: bcm-ethernet-options
  [0x391be1] __TEXT,__cstring: EnableRxHwCksum
  [0x391bf1] __TEXT,__cstring: EnableTxHwCksum
  [0x391c01] __TEXT,__cstring: PassUpCRC
  [0x391c0b] __TEXT,__cstring: RxClearTicksOnBd
  [0x391c1c] __TEXT,__cstring: TxClearTicksOnBd
  [0x391c32] __TEXT,__cstring: LowPowerEnergyDetect
  [0x391c47] __TEXT,__cstring: EDCycleUpInitialTimeMS
  [0x391c5e] __TEXT,__cstring: EDCycleUpTimeMS
  [0x391c6e] __TEXT,__cstring: EDCycleDownTimeMS
  [0x391c84] __TEXT,__cstring: RxJumboRcvBuffers
  [0x391c96] __TEXT,__cstring: RxStdRcvBuffers
  [0x391ca6] __TEXT,__cstring: TxSendBuffers
  [0x391cb4] __TEXT,__cstring: JumboRcvThreshold
  [0x391cc6] __TEXT,__cstring: StdRcvThreshold
  [0x391cd6] __TEXT,__cstring: DmaMbufLowMark
  [0x391ce5] __TEXT,__cstring: RxMacMbufLowMark
  [0x391cf6] __TEXT,__cstring: MbufHighMark
  [0x391d03] __TEXT,__cstring: RxCoalescingTicks
  [0x391d15] __TEXT,__cstring: TxCoalescingTicks
  [0x391d27] __TEXT,__cstring: RxMaxCoalescedFrames
  [0x391d3c] __TEXT,__cstring: TxMaxCoalescedFrames
  [0x391d51] __TEXT,__cstring: RxCoalescingTicksDuringInt
  [0x391d6c] __TEXT,__cstring: TxCoalescingTicksDuringInt
  [0x391d87] __TEXT,__cstring: RxMaxCoalescedFramesDuringInt
  [0x391da5] __TEXT,__cstring: TxMaxCoalescedFramesDuringInt
  [0x391dc3] __TEXT,__cstring: Batch_ARP_Max_Queue
  [0x391dd7] __TEXT,__cstring: Batch_ARP_Max_Delay
  [0x391deb] __TEXT,__cstring: Batch_ARP_Enable
  [0x391e04] __TEXT,__cstring: Enable
  [0x391e0b] __TEXT,__cstring: LAAddress
  [0x391e15] __TEXT,__cstring: setPower - ignoring request to do womp or sleep-proxy -- link is down.
  [0x391e5c] __TEXT,__cstring: setPower - failed to WaitForFirmareInit()
  [0x391e86] __TEXT,__cstring: enableInterrupt - generating interrupt *********
  [0x391eb7] __TEXT,__cstring: RxPolling
  [0x391ec1] __TEXT,__cstring: setInputPacketPollingEnable - unable to lock GRC for update
  [0x391efd] __TEXT,__cstring: WaitForFirmwareInit - timeout.
  [0x391f1c] __TEXT,__cstring: WaitForFirmwareInit - device went offline.
  [0x391f47] __TEXT,__cstring: HaltCpu -- Cannot get access to nvram interface
  [0x391f77] __TEXT,__cstring: IOFireWireLocalNode
  [0x391f90] __TEXT,__cstring: sendPacket - timeout - tx queue did not empty
  [0x391fbe] __TEXT,__cstring: sendPacket - timeout - packet failed to send
  [0x391feb] __TEXT,__cstring: TCP from %x:%x:%x:%x:%x:%x %s.%d to %s.%d
  [0x392015] __TEXT,__cstring: UDP from %x:%x:%x:%x:%x:%x %s.%d to %s.%d
  [0x39203f] __TEXT,__cstring: IPv4 proto %d from %x:%x:%x:%x:%x:%x %s to %s
  [0x39206d] __TEXT,__cstring: IPv6 proto %d from %x:%x:%x:%x:%x:%x %s to %s
  [0x39209b] __TEXT,__cstring: Unknown ethernet type %d from %x:%x:%x:%x:%x:%x
  [0x3920cb] __TEXT,__cstring: BCM5701UserClient
  [0x3920dd] __TEXT,__cstring: site.BCM5701UserClient
  [0x3920f4] __TEXT,__cstring: 12111112122212121111111111111
  [0x392112] __TEXT,__cstring: BCM5701UserClient::terminate
  [0x392130] __TEXT,__cstring: BCM5701UserClient::clientClose
  [0x392150] __TEXT,__cstring: BCM5701UserClient::clientDied
  [0x39216f] __TEXT,__cstring: BCM5701UserClient - pin/pout,size error
  [0x39219d] __TEXT,__cstring: com.apple.iokit.AppleBCM5701Ethernet.device.user-access
  [0x3921d5] __TEXT,__cstring: BCM5701UserClient - cmdBCM_SetWakeupTimer %d
  [0x392203] __TEXT,__cstring: BCM5701UserClient - Bad command to doRequest, %d
  [0x392235] __TEXT,__cstring: BCM5701UserClient::getConfiguration: buffer too small (%ld)
  [0x392272] __TEXT,__cstring: BCM5701UserClient: OSUnserializeXML failed.  error msg is: %s
  [0x3922b0] __TEXT,__cstring: BCM5701UserClient::getConfiguration: passed a non-dictionary XML
  [0x3922f2] __TEXT,__cstring: site.EEPROM_Layout
  [0x392305] __TEXT,__cstring: ReadInRom: alloc failed
  [0x39231d] __TEXT,__cstring: NVRam access not supported with this chip
  [0x392347] __TEXT,__cstring: lockFlash - Cannot gain access to flash
  [0x39236f] __TEXT,__cstring: flash_read_word - failed to lock flash
  [0x392396] __TEXT,__cstring: flash_read_word - Flash read timeout error
  [0x3923c2] __TEXT,__cstring: flash_wait_for_cmd_done: Hw offline during read of nvram
  [0x3923fb] __TEXT,__cstring: Greetings from LogNVRam
  [0x392413] __TEXT,__cstring: LogNVRam - failed to read nvram
  [0x392433] __TEXT,__cstring: nvram 0x%04lx: %08lx %08lx %08lx %08lx %08lx %08lx %08lx %08lx
  [0x392473] __TEXT,__cstring: LogNVRam finished
  [0x392485] __TEXT,__cstring: ReadNVRam - failed to read nvram
  [0x3924a6] __TEXT,__cstring: Loopback_PHY_Internal
  [0x3924bc] __TEXT,__cstring: Loopback_Lineside
  [0x3924ce] __TEXT,__cstring: Loopback_Lineside_Incl_Local
  [0x3924eb] __TEXT,__cstring: Loopback_External
  [0x3924fd] __TEXT,__cstring: Loopback_External_No_Plug
  [0x392517] __TEXT,__cstring: Loopback_MAC_Internal
  [0x392530] __TEXT,__cstring: Asymmetric-Pause
  [0x392541] __TEXT,__cstring: Pause
  [0x392547] __TEXT,__cstring: 100baseTX-full-duplex
  [0x39255d] __TEXT,__cstring: 100baseTX-half-duplex
  [0x392573] __TEXT,__cstring: 10baseT-full-duplex
  [0x392587] __TEXT,__cstring: 10baseT-half-duplex
  [0x39259b] __TEXT,__cstring: 1000baseT-full-duplex
  [0x3925b1] __TEXT,__cstring: 100baseTX-EEE
  [0x3925bf] __TEXT,__cstring: 1000baseT-EEE
  [0x3925cd] __TEXT,__cstring: {%s=%d}
  [0x3925d5] __TEXT,__cstring: Partner-Capabilities
  [0x3925f2] __TEXT,__cstring: com.apple.commssw.ethernet.broadcom.load
  [0x39261b] __TEXT,__cstring: womp %s
  [0x392623] __TEXT,__cstring: enabled
  [0x39262b] __TEXT,__cstring: disabled
  [0x392634] __TEXT,__cstring: , proxy %d
  [0x39263f] __TEXT,__cstring: , proxy %s
  [0x39264f] __TEXT,__cstring: zeroed
  [0x392656] __TEXT,__cstring: , timer %d
  [0x392661] __TEXT,__cstring: , keepalive
  [0x39266d] __TEXT,__cstring: (%s%s%s%s)
  [0x392679] __TEXT,__cstring: (offline)
  [0x392684] __TEXT,__cstring: %s: reusing link%s
  [0x392698] __TEXT,__cstring: %s: Link down%s
  [0x3926a9] __TEXT,__cstring: setupCopperPhy - failed to get link up in loopback mode
  [0x3926e1] __TEXT,__cstring: setupCopperPhy - logic err, fForce_link
  [0x392709] __TEXT,__cstring: Linkup - sending up wakeup packet
  [0x39272b] __TEXT,__cstring: setupCopperPhy - couldn't find medium entry with type=
  [0x392762] __TEXT,__cstring: check_link_status - loopback enabled, ignoring checkLinkSettings
  [0x3927a3] __TEXT,__cstring: extract_link_settings - Line setting unknown
  [0x3927d0] __TEXT,__cstring: compare_link_settings - failed linespeed check
  [0x3927ff] __TEXT,__cstring: compare_link_settings - failed duplex check
  [0x39282b] __TEXT,__cstring: compare_link_settings - failed flowcontrol check
  [0x39285c] __TEXT,__cstring: compare_link_settings - failed EEE check
  [0x392885] __TEXT,__cstring: setFixedSpeed - MAC Loopback faking link up
  [0x3928b1] __TEXT,__cstring: setLoopbackMode - logic error, no loopback mode?
  [0x3928e2] __TEXT,__cstring: ResetPhy - failed to reset
  [0x392902] __TEXT,__cstring: Ethernet [%s]: Link up on %s%d, %d-%s, %s-duplex, %s flow-control%s%s%s, Debug [%04x,%04x,%04x,%04x,%04x,%04x]%s%s
  [0x392975] __TEXT,__cstring: Gigabit
  [0x39297d] __TEXT,__cstring: Megabit
  [0x392992] __TEXT,__cstring: Symmetric
  [0x39299c] __TEXT,__cstring: Symmetric Sending
  [0x3929ae] __TEXT,__cstring: Asymmetric Receiving
  [0x3929c3] __TEXT,__cstring: , EEE enabled
  [0x3929d1] __TEXT,__cstring: , Loopback
  [0x3929dd] __TEXT,__cstring: %d-%s
  [0x3929e3] __TEXT,__cstring: %s-duplex
  [0x3929ed] __TEXT,__cstring: %s flow-control
  [0x392a00] __TEXT,__cstring: EEE enabled
  [0x392a0c] __TEXT,__cstring: EEE disabled
  [0x392a19] __TEXT,__cstring: com.apple.commssw.ethernet.broadcom.link
  [0x392a42] __TEXT,__cstring: BJP_Firmware_Version
  [0x392a57] __TEXT,__cstring: mDNS_Callback - not on my workloop
  [0x392a7a] __TEXT,__cstring: mDNS_Callback - failed to flatten, likely too big.
  [0x392aad] __TEXT,__cstring: BCM5701: load_bootcode_Firmware - phase 2 firmware load failed
  [0x392aec] __TEXT,__cstring: BCM5701: load_bootcode_Firmware - phase 1 firmware load failed
  [0x392b2b] __TEXT,__cstring: load_BJP_Firmware - no mDNS data for the firmware
  [0x392b5d] __TEXT,__cstring: load_bjp_Firmware - init firmware load failed
  [0x392b8b] __TEXT,__cstring: load_bjp_Firmware - main firmware load failed
  [0x392bb9] __TEXT,__cstring: load_bjp_Firmware - timed out waiting for firmware init to complete, ms, data
  [0x392c07] __TEXT,__cstring: %s: loadFirmware: [0x%llx] zeroing nic memory from 0x%x to 0x%x, 0x%x bytes, init=%d
  [0x392c5d] __TEXT,__cstring: %s: rx cpu pc started
  [0x392c74] __TEXT,__cstring: %s: end of rx cpu start: mode 0x%x, state 0x%x, PC 0x%x
  [0x392cad] __TEXT,__cstring: %s: update_keepalive ok=%d, seq=%u,%u, ack=%u,%u, win=%d,%d
  [0x392cea] __TEXT,__cstring: %s: load_BJP_Data - loading buffer at 0x%x
  [0x392d16] __TEXT,__cstring: memWrInd fBJP_Wakeup_Timer
  [0x392d31] __TEXT,__cstring: makeZeroOffloadBufferIfNeeded - logic err
  [0x392d5b] __TEXT,__cstring: makeZeroOffloadBufferIfNeeded - unable to allocate memory
  [0x392d95] __TEXT,__cstring: %s: offload_info sig %x, max ipv4 %d, maxipv6 %d, max solicited %d
  [0x392dd9] __TEXT,__cstring: %s: offload_info max services %d, data size %d, buffer %x.%04x
  [0x392e19] __TEXT,__cstring: flatten - warning - too many IPv6 addresses for firmware
  [0x392e52] __TEXT,__cstring: flatten - error - too may IPv4 addresses for firmware
  [0x392e88] __TEXT,__cstring: logic error in flatten
  [0x392e9f] __TEXT,__cstring: BCM5701Enet::flat_append_rr logic err
  [0x392ec5] __TEXT,__cstring: %s: ** Handoff record to us from mDNSResponder **
  [0x392ef8] __TEXT,__cstring: %s: UDP Ports %d, TCP Ports %d, RR Records %d
  [0x392f27] __TEXT,__cstring: %s: RRRecord index array %p, records[0] %p , compression base %p, [0] - base 0x%lx, base-[0] %0lx
  [0x392f8a] __TEXT,__cstring: %s:   udp port %d at %d
  [0x392fa3] __TEXT,__cstring: %s:   tcp port %d at %d
  [0x392fbc] __TEXT,__cstring: %s:   %s ipv4 %08x, mask %08x
  [0x392fdb] __TEXT,__cstring: local
  [0x392fe6] __TEXT,__cstring: %s:   %s ipv6 addr
  [0x392ffa] __TEXT,__cstring: %02x%c
  [0x393001] __TEXT,__cstring: mask
  [0x393010] __TEXT,__cstring: %s: Name: '
  [0x393020] __TEXT,__cstring: rr_type %s, rr_class 0x%04x, rr_ttl 0x%08x, len %d,
  [0x393055] __TEXT,__cstring: ...%d: '
  [0x393061] __TEXT,__cstring: %s: invalid text, len %d, tlen %d
  [0x393084] __TEXT,__cstring: PTR to dns name: '
  [0x393097] __TEXT,__cstring: Raw RR:
  [0x3930a0] __TEXT,__cstring: %02x
  [0x3930a6] __TEXT,__cstring: SRV target name: '
  [0x3930b9] __TEXT,__cstring: %s: %s: ipv4 keepalive, timeout %d, local ip %d.%d.%d.%d, remote ip %d.%d.%d.%d, local port %d, remote port %d, seq %u, ack %u, win %d, remote mac %x:%x:%x:%x:%x:%x
  [0x39315f] __TEXT,__cstring: %s: %s: ipv6 keepalive **** timeout %d, local ip6 %x:%x:%x:%x:%x:%x:%x:%x, remote ip6 %x:%x:%x:%x:%x:%x:%x:%x, local port %d, remote port %d, seq %u, ack %u, win %d, remote mac %x:%x:%x:%x:%x:%x
  [0x393223] __TEXT,__cstring: %s: ************ Offload buffer to chip **********
  [0x393257] __TEXT,__cstring: %s: signature %08x
  [0x39326b] __TEXT,__cstring: %s: Flag bytes %08x
  [0x393280] __TEXT,__cstring: %s: local ipv4 %d, local ipv6 %d, solicited %d
  [0x3932b0] __TEXT,__cstring: %s: v4 addr masks
  [0x3932c3] __TEXT,__cstring: %s:   %08x
  [0x3932cf] __TEXT,__cstring: %08x
  [0x3932d8] __TEXT,__cstring: %s: local ipv6  prefix len
  [0x3932f8] __TEXT,__cstring: %s: solicited:
  [0x393308] __TEXT,__cstring: %s: other ipv4 mask
  [0x393325] __TEXT,__cstring: %s: other ipv6, prefix
  [0x39333c] __TEXT,__cstring: %s: udp port %d, tcp ports %d, srv %d, txt %d keepalive=%d
  [0x393378] __TEXT,__cstring: %s: udp ports
  [0x39338c] __TEXT,__cstring: %s: tcp ports
  [0x39339b] __TEXT,__cstring: %s: SRV offsets
  [0x3933ac] __TEXT,__cstring: %04x
  [0x3933b3] __TEXT,__cstring: %s: TXT offsets
  [0x3933c4] __TEXT,__cstring: %s: Keepalive retry count=%d, timeout=%d
  [0x3933ee] __TEXT,__cstring: %s: Keepalive Records count=%d
  [0x39340e] __TEXT,__cstring: Offload
  [0x393416] __TEXT,__cstring: %s: SRV RRs
  [0x393423] __TEXT,__cstring: %s: Subtype count %d
  [0x393439] __TEXT,__cstring: %s: ...Subtype[%d] = '
  [0x393450] __TEXT,__cstring: %s: TXT RRs
  [0x39345d] __TEXT,__cstring: %s: Buffer lengths match
  [0x393477] __TEXT,__cstring: %s: Buffer length MISMATCH %ld vs %d
  [0x39349d] __TEXT,__cstring: site.dnsSymList
  [0x3934b2] __TEXT,__cstring: CNAME
  [0x3934ce] __TEXT,__cstring: unk %d
  [0x3934d5] __TEXT,__cstring: BCM5701Enet::transmitTimeSyncPacket - queue full, returning no space.
  [0x39351c] __TEXT,__cstring: SendRcbBlk[0].SendBdLeft < packet->numberOfEntries - SHOULD NEVER HAPPEN!
  [0x393567] __TEXT,__cstring: BCM5701Enet::setReceiveQueueEtherTypeAndVLANFilterGated queue %u filter configured to ethertype 0x%04x 0x%04x VLAN 0x%04x 0x%04x
  [0x3935e9] __TEXT,__cstring: %s() disabled ASPM from %d to %d
  [0x39360b] __TEXT,__cstring: setAVBControllerState
  [0x393621] __TEXT,__cstring: BSD Name
  [0x39362a] __TEXT,__cstring: %s() enabled ASPM from %d to %d
  [0x39364b] __TEXT,__cstring: site.AVB_stream_info
  [0x393666] __TEXT,__cstring: false
  [0x39366c] __TEXT,__cstring: BCM5701EnetClock
  [0x39367d] __TEXT,__cstring: site.BCM5701EnetClock
  [0x393693] __TEXT,__cstring: 12111112122212121111211111122111222211211122222221
  [0x3936c6] __TEXT,__cstring: bsdName
  [0x3936ce] __TEXT,__cstring: /Library/Caches/com.apple.xbs/BDAEC35D-BCD3-44F3-BFD8-07815E86326A/TemporaryDirectory.EHjik1/Sources/AppleBroadcom570X/BCMAVB.cpp
  [0x393750] __TEXT,__cstring: aebc.clock.shift
  [0x393761] __TEXT,__cstring: BatchARP
  [0x39376a] __TEXT,__cstring: barp_update - wanted to update sans power
  [0x393794] __TEXT,__cstring: 0x%08lx, 0x%08lx %s
  [0x3937a9] __TEXT,__cstring: load_batch_arp_firmware - firmware load failed
  [0x3937d8] __TEXT,__cstring: load_batch_arp_firmware: invalid firmware signature
  [0x39380c] __TEXT,__cstring: mDNS_FilterCallback: error - not called on my workloop
  [0x393843] __TEXT,__cstring: %s [%s %d] [%s %s] [%s %s]
  [0x39385e] __TEXT,__cstring: 0
  [0x393869] __TEXT,__cstring: Level
  [0x39386f] __TEXT,__cstring: com.apple.message.domain
  [0x393888] __TEXT,__cstring: com.apple.message.signature
  [0x3938a4] __TEXT,__cstring: %s [%s %s]
  [0x3938af] __TEXT,__cstring: com.apple.message.signature2
  [0x3938cc] __TEXT,__cstring: com.apple.message.signature3
  [0x3938e9] __TEXT,__cstring: com.apple.message.signature4
  [0x39390a] __TEXT,__cstring: AppleBCM5701Placeholder
  [0x393922] __TEXT,__cstring: site.AppleBCM5701Placeholder
  [0x39393f] __TEXT,__cstring: 12111112122212121111111221211111111211
  [0x393966] __TEXT,__cstring: local-mac-address
  [0x393978] __TEXT,__cstring: local-mac-address-admin
  [0x393990] __TEXT,__cstring: built-in
  [0x393999] __TEXT,__cstring: bcm5701-fakeaddr
  [0x49d4144] __DATA,__data: 67751a-1
  [0x49d6648] __DATA,__data: 67751a-2
  [0x49d8bb0] __DATA,__data: 67751a-5
  [0x49dacf4] __DATA,__data: 6775v-a651.1
  [0x49dc830] __DATA,__data: 46753v-m
  [0x49dd5f0] __DATA,__data: com.apple.iokit.AppleBCM5701Ethernet
  [0x49e096c] __DATA,__data: P DSv XR80.1
  [0x49e0984] __DATA,__data: 32107654BA98FEDC
  [0x49e09ba] __DATA,__data: sesndmdu_
  [0x49e09f7] __DATA,__data: pa-ni.rddapra
  [0x49e0a07] __DATA,__data: ..6piapra
  [0x49e0a18] __DATA,__data: ecivfni-t_
  [0x49e7394] __DATA,__data: RDSAYDAE
  [0x49ea8fc] __DATA,__data: P DSv XR12.1
  [0x49f2ff8] __DATA,__data: BPRAHCTA.1v

########################################################################
